district,school,students,grades,year,students_required_to_test_ela,students_tested_ela,pct_students_tested_ela,students_below_expectations_ela,students_at_above_expectations_ela,pct_below_expectations_ela,pct_at_above_expectations_ela
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,4,2025,15,15,100.00%,5,10,33.30%,66.70%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,5,2021,21,17,81.00%,-1,-1,-1.00%,-1.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,5,2022,21,20,95.20%,-1,-1,-1.00%,-1.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,5,2023,18,17,94.40%,5,12,29.40%,70.60%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,5,2024,18,18,100.00%,9,9,50.00%,50.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,5,2025,16,16,100.00%,9,7,56.30%,43.80%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,6,2021,20,19,95.00%,-1,-1,-1.00%,-1.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,6,2022,19,17,89.50%,-1,-1,-1.00%,-1.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,6,2023,20,20,100.00%,6,14,30.00%,70.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,6,2024,18,17,94.40%,5,12,29.40%,70.60%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,6,2025,12,12,100.00%,5,7,41.70%,58.30%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,7,2021,14,13,92.90%,-1,-1,-1.00%,-1.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,7,2022,21,19,90.50%,-1,-1,-1.00%,-1.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,7,2023,19,18,94.70%,5,13,27.80%,72.20%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,7,2024,20,20,100.00%,5,15,25.00%,75.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,7,2025,13,9,69.20%,-1,-1,-1.00%,-1.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,8,2022,12,12,100.00%,-1,-1,-1.00%,-1.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,8,2023,20,19,95.00%,-1,-1,-1.00%,-1.00%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,8,2024,20,18,90.00%,5,13,27.80%,72.20%
Fiddlehead School of Arts and Sciences,Fiddlehead School of Arts & Science,All Students,8,2025,16,13,81.30%,-1,-1,-1.00%,-1.00%
Five Town CSD,All Schools,All Students,All Grades,2021,152,113,74.30%,-1,-1,-1.00%,-1.00%
Five Town CSD,All Schools,All Students,All Grades,2022,148,115,77.70%,12,103,10.40%,89.60%
Five Town CSD,All Schools,All Students,All Grades,2023,163,153,93.90%,35,118,22.90%,77.10%
Five Town CSD,All Schools,All Students,All Grades,2024,186,180,96.80%,56,124,31.10%,68.90%
Five Town CSD,All Schools,All Students,All Grades,2025,154,143,92.90%,33,110,23.10%,76.90%
Five Town CSD,All Schools,All Students,High School,2021,168,126,75.00%,-1,-1,-1.00%,-1.00%
Five Town CSD,All Schools,All Students,High School,2022,165,130,78.80%,14,116,10.80%,89.20%
Five Town CSD,All Schools,All Students,High School,2023,176,165,93.80%,37,128,22.40%,77.60%
Five Town CSD,All Schools,All Students,High School,2024,200,193,96.50%,62,131,32.10%,67.90%
Five Town CSD,All Schools,All Students,High School,2025,177,167,94.40%,40,127,24.00%,76.00%
Five Town CSD,Camden Hills Regional H S,All Students,All Grades,2021,170,126,74.10%,-1,-1,-1.00%,-1.00%
Five Town CSD,Camden Hills Regional H S,All Students,All Grades,2022,165,130,78.80%,14,116,10.80%,89.20%
Five Town CSD,Camden Hills Regional H S,All Students,All Grades,2023,176,165,93.80%,37,128,22.40%,77.60%
Five Town CSD,Camden Hills Regional H S,All Students,All Grades,2024,200,193,96.50%,62,131,32.10%,67.90%
Five Town CSD,Camden Hills Regional H S,All Students,All Grades,2025,177,167,94.40%,40,127,24.00%,76.00%
Five Town CSD,Camden Hills Regional H S,All Students,High School,2021,168,126,75.00%,-1,-1,-1.00%,-1.00%
Five Town CSD,Camden Hills Regional H S,All Students,High School,2022,165,130,78.80%,14,116,10.80%,89.20%
Five Town CSD,Camden Hills Regional H S,All Students,High School,2023,176,165,93.80%,37,128,22.40%,77.60%
Five Town CSD,Camden Hills Regional H S,All Students,High School,2024,200,193,96.50%,62,131,32.10%,67.90%
Five Town CSD,Camden Hills Regional H S,All Students,High School,2025,177,167,94.40%,40,127,24.00%,76.00%
Foxcroft Academy,Foxcroft Academy,All Students,All Grades,2022,82,0,0.00%,,,,
Foxcroft Academy,Foxcroft Academy,All Students,All Grades,2023,85,82,96.50%,39,43,47.60%,52.40%
Foxcroft Academy,Foxcroft Academy,All Students,All Grades,2024,89,85,95.50%,38,47,44.70%,55.30%
Foxcroft Academy,Foxcroft Academy,All Students,All Grades,2025,92,90,97.80%,45,45,50.00%,50.00%
Foxcroft Academy,Foxcroft Academy,All Students,High School,2021,76,51,67.10%,-1,-1,-1.00%,-1.00%
Foxcroft Academy,Foxcroft Academy,All Students,High School,2022,82,56,68.30%,0,0,0.00%,0.00%
Foxcroft Academy,Foxcroft Academy,All Students,High School,2023,85,82,96.50%,39,43,47.60%,52.40%
Foxcroft Academy,Foxcroft Academy,All Students,High School,2024,89,85,95.50%,38,47,44.70%,55.30%
Foxcroft Academy,Foxcroft Academy,All Students,High School,2025,92,90,97.80%,45,45,50.00%,50.00%
Frenchboro Public Schools,All Schools,All Students,All Grades,2022,2,2,100.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,All Schools,All Students,All Grades,2023,2,2,100.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,All Schools,All Students,All Grades,2024,3,2,66.70%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,All Schools,All Students,3,2022,2,2,100.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,All Schools,All Students,3,2024,1,0,0.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,All Schools,All Students,4,2023,2,2,100.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,All Schools,All Students,5,2024,2,2,100.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,Frenchboro Elementary School,All Students,All Grades,2022,2,2,100.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,Frenchboro Elementary School,All Students,All Grades,2023,2,2,100.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,Frenchboro Elementary School,All Students,All Grades,2024,3,2,66.70%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,Frenchboro Elementary School,All Students,3,2022,2,2,100.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,Frenchboro Elementary School,All Students,3,2024,1,0,0.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,Frenchboro Elementary School,All Students,4,2023,2,2,100.00%,-1,-1,-1.00%,-1.00%
Frenchboro Public Schools,Frenchboro Elementary School,All Students,5,2024,2,2,100.00%,-1,-1,-1.00%,-1.00%
Fryeburg Academy,Fryeburg Academy,All Students,All Grades,2022,113,40,35.40%,12,28,30.00%,70.00%
Fryeburg Academy,Fryeburg Academy,All Students,All Grades,2023,151,36,23.80%,19,17,52.80%,47.20%
Fryeburg Academy,Fryeburg Academy,All Students,All Grades,2024,148,50,33.80%,19,31,38.00%,62.00%
Fryeburg Academy,Fryeburg Academy,All Students,All Grades,2025,179,127,70.90%,77,50,60.60%,39.40%
Fryeburg Academy,Fryeburg Academy,All Students,8,2025,4,0,0.00%,-1,-1,-1.00%,-1.00%
Fryeburg Academy,Fryeburg Academy,All Students,High School,2021,106,43,40.60%,0,43,0.00%,100.00%
Fryeburg Academy,Fryeburg Academy,All Students,High School,2022,113,40,35.40%,12,28,30.00%,70.00%
Fryeburg Academy,Fryeburg Academy,All Students,High School,2023,151,36,23.80%,19,17,52.80%,47.20%
Fryeburg Academy,Fryeburg Academy,All Students,High School,2024,148,50,33.80%,19,31,38.00%,62.00%
Fryeburg Academy,Fryeburg Academy,All Students,High School,2025,175,127,72.60%,77,50,60.60%,39.40%
George Stevens Academy,George Stevens Academy,All Students,All Grades,2022,82,26,31.70%,6,20,23.10%,76.90%
George Stevens Academy,George Stevens Academy,All Students,All Grades,2023,71,51,71.80%,13,38,25.50%,74.50%
George Stevens Academy,George Stevens Academy,All Students,All Grades,2024,58,58,100.00%,17,41,29.30%,70.70%
George Stevens Academy,George Stevens Academy,All Students,All Grades,2025,46,43,93.50%,21,22,48.80%,51.20%
George Stevens Academy,George Stevens Academy,All Students,High School,2021,64,41,64.10%,5,36,12.20%,87.80%
George Stevens Academy,George Stevens Academy,All Students,High School,2022,82,26,31.70%,6,20,23.10%,76.90%
George Stevens Academy,George Stevens Academy,All Students,High School,2023,71,51,71.80%,13,38,25.50%,74.50%
George Stevens Academy,George Stevens Academy,All Students,High School,2024,58,58,100.00%,17,41,29.30%,70.70%
George Stevens Academy,George Stevens Academy,All Students,High School,2025,46,43,93.50%,21,22,48.80%,51.20%
Georgetown Public Schools,All Schools,All Students,All Grades,2021,54,47,87.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,All Grades,2022,50,44,88.00%,5,39,11.40%,88.60%
Georgetown Public Schools,All Schools,All Students,All Grades,2023,49,47,95.90%,14,33,29.80%,70.20%
Georgetown Public Schools,All Schools,All Students,All Grades,2024,56,52,92.90%,16,36,30.80%,69.20%
Georgetown Public Schools,All Schools,All Students,All Grades,2025,45,43,95.60%,13,30,30.20%,69.80%
Georgetown Public Schools,All Schools,All Students,3,2021,6,6,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,3,2022,2,2,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,3,2023,9,9,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,3,2024,6,6,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,3,2025,7,7,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,4,2021,8,8,100.00%,0,8,0.00%,100.00%
Georgetown Public Schools,All Schools,All Students,4,2022,6,6,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,4,2023,2,2,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,4,2024,10,10,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,4,2025,5,5,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,5,2021,4,4,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,5,2022,9,9,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,5,2023,6,6,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,5,2024,2,2,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,5,2025,10,10,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,6,2021,7,7,100.00%,0,7,0.00%,100.00%
Georgetown Public Schools,All Schools,All Students,6,2022,4,4,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,6,2023,10,10,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,6,2024,7,7,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,All Schools,All Students,6,2025,1,1,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,All Grades,2021,25,25,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,All Grades,2022,21,21,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,All Grades,2023,27,27,100.00%,7,20,25.90%,74.10%
Georgetown Public Schools,Georgetown Central School,All Students,All Grades,2024,25,25,100.00%,6,19,24.00%,76.00%
Georgetown Public Schools,Georgetown Central School,All Students,All Grades,2025,23,23,100.00%,9,14,39.10%,60.90%
Georgetown Public Schools,Georgetown Central School,All Students,3,2021,6,6,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,3,2022,2,2,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,3,2023,9,9,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,3,2024,6,6,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,3,2025,7,7,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,4,2021,8,8,100.00%,0,8,0.00%,100.00%
Georgetown Public Schools,Georgetown Central School,All Students,4,2022,6,6,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,4,2023,2,2,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,4,2024,10,10,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,4,2025,5,5,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,5,2021,4,4,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,5,2022,9,9,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,5,2023,6,6,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,5,2024,2,2,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,5,2025,10,10,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,6,2021,7,7,100.00%,0,7,0.00%,100.00%
Georgetown Public Schools,Georgetown Central School,All Students,6,2022,4,4,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,6,2023,10,10,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,6,2024,7,7,100.00%,-1,-1,-1.00%,-1.00%
Georgetown Public Schools,Georgetown Central School,All Students,6,2025,1,1,100.00%,-1,-1,-1.00%,-1.00%
Gilead Public Schools,All Schools,All Students,All Grades,2021,15,15,100.00%,-1,-1,-1.00%,-1.00%
Gilead Public Schools,All Schools,All Students,All Grades,2022,7,7,100.00%,-1,-1,-1.00%,-1.00%
Gilead Public Schools,All Schools,All Students,All Grades,2023,11,11,100.00%,-1,-1,-1.00%,-1.00%
Gilead Public Schools,All Schools,All Students,All Grades,2024,9,9,100.00%,-1,-1,-1.00%,-1.00%
Gilead Public Schools,All Schools,All Students,All Grades,2025,8,8,100.00%,-1,-1,-1.00%,-1.00%
Glenburn Public Schools,All Schools,All Students,All Grades,2021,308,280,90.90%,29,251,10.40%,89.60%
Glenburn Public Schools,All Schools,All Students,All Grades,2022,315,290,92.10%,38,252,13.10%,86.90%
Glenburn Public Schools,All Schools,All Students,All Grades,2023,317,299,94.30%,93,206,31.10%,68.90%
Glenburn Public Schools,All Schools,All Students,All Grades,2024,298,292,98.00%,94,198,32.20%,67.80%
Glenburn Public Schools,All Schools,All Students,All Grades,2025,285,276,96.80%,96,180,34.80%,65.20%
Glenburn Public Schools,All Schools,All Students,3,2021,56,56,100.00%,7,49,12.50%,87.50%
Glenburn Public Schools,All Schools,All Students,3,2022,29,29,100.00%,-1,-1,-1.00%,-1.00%
Glenburn Public Schools,All Schools,All Students,3,2023,42,42,100.00%,9,33,21.40%,78.60%
Glenburn Public Schools,All Schools,All Students,3,2024,32,32,100.00%,11,21,34.40%,65.60%
Glenburn Public Schools,All Schools,All Students,3,2025,32,31,96.90%,12,19,38.70%,61.30%
Glenburn Public Schools,All Schools,All Students,4,2021,37,37,100.00%,-1,-1,-1.00%,-1.00%
Glenburn Public Schools,All Schools,All Students,4,2022,49,49,100.00%,5,44,10.20%,89.80%
Glenburn Public Schools,All Schools,All Students,4,2023,38,38,100.00%,11,27,28.90%,71.10%
Glenburn Public Schools,All Schools,All Students,4,2024,41,41,100.00%,9,32,22.00%,78.00%
Glenburn Public Schools,All Schools,All Students,4,2025,30,30,100.00%,9,21,30.00%,70.00%
Glenburn Public Schools,All Schools,All Students,5,2021,42,42,100.00%,-1,-1,-1.00%,-1.00%
Glenburn Public Schools,All Schools,All Students,5,2022,36,36,100.00%,6,30,16.70%,83.30%
Glenburn Public Schools,All Schools,All Students,5,2023,49,49,100.00%,16,33,32.70%,67.30%
Glenburn Public Schools,All Schools,All Students,5,2024,41,41,100.00%,15,26,36.60%,63.40%
Glenburn Public Schools,All Schools,All Students,5,2025,39,39,100.00%,11,28,28.20%,71.80%
Glenburn Public Schools,All Schools,All Students,6,2021,47,46,97.90%,6,40,13.00%,87.00%
Glenburn Public Schools,All Schools,All Students,6,2022,44,44,100.00%,10,34,22.70%,77.30%
Glenburn Public Schools,All Schools,All Students,6,2023,40,40,100.00%,11,29,27.50%,72.50%
Glenburn Public Schools,All Schools,All Students,6,2024,49,49,100.00%,13,36,26.50%,73.50%
Glenburn Public Schools,All Schools,All Students,6,2025,41,40,97.60%,14,26,35.00%,65.00%
Glenburn Public Schools,All Schools,All Students,7,2021,42,42,100.00%,-1,-1,-1.00%,-1.00%
Glenburn Public Schools,All Schools,All Students,7,2022,49,48,98.00%,5,43,10.40%,89.60%
Glenburn Public Schools,All Schools,All Students,7,2023,47,47,100.00%,21,26,44.70%,55.30%
Glenburn Public Schools,All Schools,All Students,7,2024,44,44,100.00%,11,33,25.00%,75.00%
Glenburn Public Schools,All Schools,All Students,7,2025,51,50,98.00%,19,31,38.00%,62.00%
Glenburn Public Schools,All Schools,All Students,8,2021,43,43,100.00%,-1,-1,-1.00%,-1.00%
Glenburn Public Schools,All Schools,All Students,8,2022,41,41,100.00%,-1,-1,-1.00%,-1.00%
Glenburn Public Schools,All Schools,All Students,8,2023,49,48,98.00%,14,34,29.20%,70.80%
Glenburn Public Schools,All Schools,All Students,8,2024,46,46,100.00%,13,33,28.30%,71.70%
Glenburn Public Schools,All Schools,All Students,8,2025,42,40,95.20%,7,33,17.50%,82.50%
Glenburn Public Schools,Glenburn Elementary School,All Students,All Grades,2021,268,267,99.60%,28,239,10.50%,89.50%
Glenburn Public Schools,Glenburn Elementary School,All Students,All Grades,2022,248,247,99.60%,29,218,11.70%,88.30%
Glenburn Public Schools,Glenburn Elementary School,All Students,All Grades,2023,265,264,99.60%,82,182,31.10%,68.90%
Glenburn Public Schools,Glenburn Elementary School,All Students,All Grades,2024,253,253,100.00%,72,181,28.50%,71.50%
Glenburn Public Schools,Glenburn Elementary School,All Students,All Grades,2025,235,230,97.90%,72,158,31.30%,68.70%
Glenburn Public Schools,Glenburn Elementary School,All Students,3,2021,56,56,100.00%,7,49,12.50%,87.50%
Glenburn Public Schools,Glenburn Elementary School,All Students,3,2022,29,29,100.00%,-1,-1,-1.00%,-1.00%
Glenburn Public Schools,Glenburn Elementary School,All Students,3,2023,42,42,100.00%,9,33,21.40%,78.60%
Glenburn Public Schools,Glenburn Elementary School,All Students,3,2024,32,32,100.00%,11,21,34.40%,65.60%
Glenburn Public Schools,Glenburn Elementary School,All Students,3,2025,32,31,96.90%,12,19,38.70%,61.30%
Glenburn Public Schools,Glenburn Elementary School,All Students,4,2021,37,37,100.00%,-1,-1,-1.00%,-1.00%
