district,district_id,school,school_id,year,grade_span,ncesid,school_type,county,address,city
RSU 16,1456,Poland Regional H S,362,2019-2020,09-12,231477500436,Public,Androscoggin,1457 Maine Street,Poland
RSU 16,1456,Poland Regional H S,362,2018-2019,09-12,231477500436,Public,Androscoggin,1457 Maine Street,Poland
RSU 16,1456,Poland Regional H S,362,2017-2018,09-12,231477500436,Public,Androscoggin,1457 Maine Street,Poland
RSU 17/MSAD 17,646,Agnes Gray School,659,2023-2024,PK-06,231077000354,Public,Oxford,170 Main Street,West Paris
RSU 17/MSAD 17,646,Agnes Gray School,659,2022-2023,PK-06,231077000354,Public,Oxford,170 Main Street,West Paris
RSU 17/MSAD 17,646,Agnes Gray School,659,2021-2022,PK-06,231077000354,Public,Oxford,170 Main Street,West Paris
RSU 17/MSAD 17,646,Agnes Gray School,659,2020-2021,PK-06,231077000354,Public,Oxford,170 Main Street,West Paris
RSU 17/MSAD 17,646,Agnes Gray School,659,2019-2020,PK-06,231077000354,Public,Oxford,170 Main Street,West Paris
RSU 17/MSAD 17,646,Agnes Gray School,659,2018-2019,PR-06,231077000354,Public,Oxford,170 Main Street,West Paris
RSU 17/MSAD 17,646,Agnes Gray School,659,2017-2018,PR-05,231077000354,Public,Oxford,170 Main Street,West Paris
RSU 17/MSAD 17,646,Agnes Gray School,2221,2024-2025,PK-PK,23107702310770,Public,Oxford, , 
RSU 17/MSAD 17,646,Guy E Rowe School,650,2024-2025,PK-06,231077000925,Public,Oxford,219 Main Street,Norway
RSU 17/MSAD 17,646,Guy E Rowe School,650,2023-2024,PK-06,231077000925,Public,Oxford,219 Main Street,Norway
RSU 17/MSAD 17,646,Guy E Rowe School,650,2022-2023,PK-06,231077000925,Public,Oxford,219 Main Street,Norway
RSU 17/MSAD 17,646,Guy E Rowe School,650,2021-2022,PK-06,231077000925,Public,Oxford,219 Main Street,Norway
RSU 17/MSAD 17,646,Guy E Rowe School,650,2020-2021,PK-06,231077000925,Public,Oxford,219 Main Street,Norway
RSU 17/MSAD 17,646,Guy E Rowe School,650,2019-2020,PK-06,231077000925,Public,Oxford,219 Main Street,Norway
RSU 17/MSAD 17,646,Guy E Rowe School,650,2018-2019,PR-06,231077000925,Public,Oxford,219 Main Street,Norway
RSU 17/MSAD 17,646,Guy E Rowe School,650,2017-2018,PR-06,231077000925,Public,Oxford,219 Main Street,Norway
RSU 17/MSAD 17,646,Harrison Elementary,647,2024-2025,03-06,231077000984,Public,Cumberland,309 Naples Road,Harrison
RSU 17/MSAD 17,646,Harrison Elementary,647,2023-2024,03-06,231077000984,Public,Cumberland,309 Naples Road,Harrison
RSU 17/MSAD 17,646,Harrison Elementary,647,2022-2023,03-06,231077000984,Public,Cumberland,309 Naples Road,Harrison
RSU 17/MSAD 17,646,Harrison Elementary,647,2021-2022,03-06,231077000984,Public,Cumberland,309 Naples Road,Harrison
RSU 17/MSAD 17,646,Harrison Elementary,647,2020-2021,03-06,231077000984,Public,Cumberland,309 Naples Road,Harrison
RSU 17/MSAD 17,646,Harrison Elementary,647,2019-2020,03-06,231077000984,Public,Cumberland,309 Naples Road,Harrison
RSU 17/MSAD 17,646,Harrison Elementary,647,2018-2019,03-06,231077000984,Public,Cumberland,309 Naples Road,Harrison
RSU 17/MSAD 17,646,Harrison Elementary,647,2017-2018,03-06,231077000984,Public,Cumberland,309 Naples Road,Harrison
RSU 17/MSAD 17,646,Hebron Station School,649,2024-2025,PK-06,231077000555,Public,Oxford,884 Station Road,Hebron
RSU 17/MSAD 17,646,Hebron Station School,649,2023-2024,PK-06,231077000555,Public,Oxford,884 Station Road,Hebron
RSU 17/MSAD 17,646,Hebron Station School,649,2022-2023,PK-06,231077000555,Public,Oxford,884 Station Road,Hebron
RSU 17/MSAD 17,646,Hebron Station School,649,2021-2022,PK-06,231077000555,Public,Oxford,884 Station Road,Hebron
RSU 17/MSAD 17,646,Hebron Station School,649,2020-2021,PK-06,231077000555,Public,Oxford,884 Station Road,Hebron
RSU 17/MSAD 17,646,Hebron Station School,649,2019-2020,PK-06,231077000555,Public,Oxford,884 Station Road,Hebron
RSU 17/MSAD 17,646,Hebron Station School,649,2018-2019,PR-06,231077000555,Public,Oxford,884 Station Road,Hebron
RSU 17/MSAD 17,646,Hebron Station School,649,2017-2018,PR-06,231077000555,Public,Oxford,884 Station Road,Hebron
RSU 17/MSAD 17,646,Otisfield Community School,651,2024-2025,PK-06,231077001032,Public,Oxford,416 Powhattan Road,Otisfield
RSU 17/MSAD 17,646,Otisfield Community School,651,2023-2024,PK-06,231077001032,Public,Oxford,416 Powhattan Road,Otisfield
RSU 17/MSAD 17,646,Otisfield Community School,651,2022-2023,PK-06,231077001032,Public,Oxford,416 Powhattan Road,Otisfield
RSU 17/MSAD 17,646,Otisfield Community School,651,2021-2022,PK-06,231077001032,Public,Oxford,416 Powhattan Road,Otisfield
RSU 17/MSAD 17,646,Otisfield Community School,651,2020-2021,PK-06,231077001032,Public,Oxford,416 Powhattan Road,Otisfield
RSU 17/MSAD 17,646,Otisfield Community School,651,2019-2020,PK-06,231077001032,Public,Oxford,416 Powhattan Road,Otisfield
RSU 17/MSAD 17,646,Otisfield Community School,651,2018-2019,PR-06,231077001032,Public,Oxford,416 Powhattan Road,Otisfield
RSU 17/MSAD 17,646,Otisfield Community School,651,2017-2018,KG-06,231077001032,Public,Oxford,416 Powhattan Road,Otisfield
RSU 17/MSAD 17,646,Oxford Elementary School,652,2024-2025,PK-06,231077001051,Public,Oxford,79 Pleasant Street,Oxford
RSU 17/MSAD 17,646,Oxford Elementary School,652,2023-2024,PK-06,231077001051,Public,Oxford,79 Pleasant Street,Oxford
RSU 17/MSAD 17,646,Oxford Elementary School,652,2022-2023,PK-06,231077001051,Public,Oxford,79 Pleasant Street,Oxford
RSU 17/MSAD 17,646,Oxford Elementary School,652,2021-2022,PK-06,231077001051,Public,Oxford,79 Pleasant Street,Oxford
RSU 17/MSAD 17,646,Oxford Elementary School,652,2020-2021,PK-06,231077001051,Public,Oxford,79 Pleasant Street,Oxford
RSU 17/MSAD 17,646,Oxford Elementary School,652,2019-2020,PK-06,231077001051,Public,Oxford,79 Pleasant Street,Oxford
RSU 17/MSAD 17,646,Oxford Elementary School,652,2018-2019,PR-06,231077001051,Public,Oxford,79 Pleasant Street,Oxford
RSU 17/MSAD 17,646,Oxford Elementary School,652,2017-2018,PR-06,231077001051,Public,Oxford,79 Pleasant Street,Oxford
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2024-2025,09-12,231077000361,Public,Oxford,256 Main Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2023-2024,09-12,231077000361,Public,Oxford,256 Main Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2022-2023,09-12,231077000361,Public,Oxford,256 Main Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2021-2022,09-12,231077000361,Public,Oxford,256 Main Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2020-2021,09-12,231077000361,Public,Oxford,256 Main Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2019-2020,09-12,231077000361,Public,Oxford,256 Main Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2018-2019,09-12,231077000361,Public,Oxford,256 Main Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Comprehensive H S,656,2017-2018,09-12,231077000361,Public,Oxford,256 Main Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2024-2025,07-08,231077000362,Public,Oxford,100 Pine Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2023-2024,07-08,231077000362,Public,Oxford,100 Pine Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2022-2023,07-08,231077000362,Public,Oxford,100 Pine Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2021-2022,07-08,231077000362,Public,Oxford,100 Pine Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2020-2021,07-08,231077000362,Public,Oxford,100 Pine Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2019-2020,07-08,231077000362,Public,Oxford,100 Pine Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2018-2019,07-08,231077000362,Public,Oxford,100 Pine Street,Paris
RSU 17/MSAD 17,646,Oxford Hills Middle School,655,2017-2018,07-08,231077000362,Public,Oxford,100 Pine Street,Paris
RSU 17/MSAD 17,646,Paris Elementary School,660,2024-2025,PK-06,231077000607,Public,Oxford,4 Hathaway Road,Paris
RSU 17/MSAD 17,646,Paris Elementary School,660,2023-2024,PK-06,231077000607,Public,Oxford,4 Hathaway Road,Paris
RSU 17/MSAD 17,646,Paris Elementary School,660,2022-2023,PK-06,231077000607,Public,Oxford,4 Hathaway Road,Paris
RSU 17/MSAD 17,646,Paris Elementary School,660,2021-2022,PK-06,231077000607,Public,Oxford,4 Hathaway Road,Paris
RSU 17/MSAD 17,646,Paris Elementary School,660,2020-2021,PK-06,231077000607,Public,Oxford,4 Hathaway Road,Paris
RSU 17/MSAD 17,646,Paris Elementary School,660,2019-2020,PK-06,231077000607,Public,Oxford,4 Hathaway Road,Paris
RSU 17/MSAD 17,646,Paris Elementary School,660,2018-2019,PR-06,231077000607,Public,Oxford,4 Hathaway Road,Paris
RSU 17/MSAD 17,646,Paris Elementary School,660,2017-2018,PR-06,231077000607,Public,Oxford,4 Hathaway Road,Paris
RSU 17/MSAD 17,646,Waterford Memorial School,657,2024-2025,PK-02,231077000363,Public,Oxford,148 Valley Road,Waterford
RSU 17/MSAD 17,646,Waterford Memorial School,657,2023-2024,PK-02,231077000363,Public,Oxford,148 Valley Road,Waterford
RSU 17/MSAD 17,646,Waterford Memorial School,657,2022-2023,PK-02,231077000363,Public,Oxford,148 Valley Road,Waterford
RSU 17/MSAD 17,646,Waterford Memorial School,657,2021-2022,PK-02,231077000363,Public,Oxford,148 Valley Road,Waterford
RSU 17/MSAD 17,646,Waterford Memorial School,657,2020-2021,PK-02,231077000363,Public,Oxford,148 Valley Road,Waterford
RSU 17/MSAD 17,646,Waterford Memorial School,657,2019-2020,PK-02,231077000363,Public,Oxford,148 Valley Road,Waterford
RSU 17/MSAD 17,646,Waterford Memorial School,657,2018-2019,PR-02,231077000363,Public,Oxford,148 Valley Road,Waterford
RSU 17/MSAD 17,646,Waterford Memorial School,657,2017-2018,PR-02,231077000363,Public,Oxford,148 Valley Road,Waterford
RSU 18,1457,Belgrade Central School,807,2024-2025,PK-05,231477900701,Public,Kennebec,158 Depot Road,Belgrade
RSU 18,1457,Belgrade Central School,807,2023-2024,PK-05,231477900701,Public,Kennebec,158 Depot Road,Belgrade
RSU 18,1457,Belgrade Central School,807,2022-2023,PK-05,231477900701,Public,Kennebec,158 Depot Road,Belgrade
RSU 18,1457,Belgrade Central School,807,2021-2022,PK-05,231477900701,Public,Kennebec,158 Depot Road,Belgrade
RSU 18,1457,Belgrade Central School,807,2020-2021,PK-05,231477900701,Public,Kennebec,158 Depot Road,Belgrade
RSU 18,1457,Belgrade Central School,807,2019-2020,PK-05,231477900701,Public,Kennebec,158 Depot Road,Belgrade
RSU 18,1457,Belgrade Central School,807,2018-2019,PR-05,231477900701,Public,Kennebec,158 Depot Road,Belgrade
RSU 18,1457,Belgrade Central School,807,2017-2018,PR-05,231477900701,Public,Kennebec,158 Depot Road,Belgrade
RSU 18,1457,China Middle School,135,2024-2025,05-08,231477900121,Public,Kennebec,773 Lakeview Drive,China
RSU 18,1457,China Middle School,135,2023-2024,05-08,231477900121,Public,Kennebec,773 Lakeview Drive,China
RSU 18,1457,China Middle School,135,2022-2023,05-08,231477900121,Public,Kennebec,773 Lakeview Drive,China
RSU 18,1457,China Middle School,135,2021-2022,05-08,231477900121,Public,Kennebec,773 Lakeview Drive,China
RSU 18,1457,China Middle School,135,2020-2021,05-08,231477900121,Public,Kennebec,773 Lakeview Drive,China
RSU 18,1457,China Middle School,135,2019-2020,05-08,231477900121,Public,Kennebec,773 Lakeview Drive,China
RSU 18,1457,China Middle School,135,2018-2019,05-08,231477900121,Public,Kennebec,773 Lakeview Drive,China
RSU 18,1457,China Middle School,135,2017-2018,05-08,231477900121,Public,Kennebec,773 Lakeview Drive,China
RSU 18,1457,China Primary School,136,2024-2025,PK-04,231477901043,Public,Kennebec,763 Lakeview Drive,China
RSU 18,1457,China Primary School,136,2023-2024,PK-04,231477901043,Public,Kennebec,763 Lakeview Drive,China
RSU 18,1457,China Primary School,136,2022-2023,PK-04,231477901043,Public,Kennebec,763 Lakeview Drive,China
RSU 18,1457,China Primary School,136,2021-2022,PK-04,231477901043,Public,Kennebec,763 Lakeview Drive,China
RSU 18,1457,China Primary School,136,2020-2021,PK-04,231477901043,Public,Kennebec,763 Lakeview Drive,China
RSU 18,1457,China Primary School,136,2019-2020,PK-04,231477901043,Public,Kennebec,763 Lakeview Drive,China
RSU 18,1457,China Primary School,136,2018-2019,PR-04,231477901043,Public,Kennebec,763 Lakeview Drive,China
RSU 18,1457,China Primary School,136,2017-2018,PR-04,231477901043,Public,Kennebec,763 Lakeview Drive,China
RSU 18,1457,James H Bean School,812,2024-2025,PK-05,231477900702,Public,Kennebec,2896 Middle Road,Sidney
RSU 18,1457,James H Bean School,812,2023-2024,PK-05,231477900702,Public,Kennebec,2896 Middle Road,Sidney
RSU 18,1457,James H Bean School,812,2022-2023,PK-05,231477900702,Public,Kennebec,2896 Middle Road,Sidney
RSU 18,1457,James H Bean School,812,2021-2022,PK-05,231477900702,Public,Kennebec,2896 Middle Road,Sidney
RSU 18,1457,James H Bean School,812,2020-2021,PK-05,231477900702,Public,Kennebec,2896 Middle Road,Sidney
RSU 18,1457,James H Bean School,812,2019-2020,PK-05,231477900702,Public,Kennebec,2896 Middle Road,Sidney
RSU 18,1457,James H Bean School,812,2018-2019,PR-05,231477900702,Public,Kennebec,2896 Middle Road,Sidney
RSU 18,1457,James H Bean School,812,2017-2018,PR-05,231477900702,Public,Kennebec,2896 Middle Road,Sidney
RSU 18,1457,Messalonskee High School,811,2024-2025,09-12,231477900705,Public,Kennebec,131 Messalonskee High Drive,Oakland
RSU 18,1457,Messalonskee High School,811,2023-2024,09-12,231477900705,Public,Kennebec,131 Messalonskee High Drive,Oakland
RSU 18,1457,Messalonskee High School,811,2022-2023,09-12,231477900705,Public,Kennebec,131 Messalonskee High Drive,Oakland
RSU 18,1457,Messalonskee High School,811,2021-2022,09-12,231477900705,Public,Kennebec,131 Messalonskee High Drive,Oakland
RSU 18,1457,Messalonskee High School,811,2020-2021,09-12,231477900705,Public,Kennebec,131 Messalonskee High Drive,Oakland
RSU 18,1457,Messalonskee High School,811,2019-2020,09-12,231477900705,Public,Kennebec,131 Messalonskee High Drive,Oakland
RSU 18,1457,Messalonskee High School,811,2018-2019,09-12,231477900705,Public,Kennebec,131 Messalonskee High Drive,Oakland
RSU 18,1457,Messalonskee High School,811,2017-2018,09-12,231477900705,Public,Kennebec,131 Messalonskee High Drive,Oakland
RSU 18,1457,Messalonskee Middle School,813,2024-2025,06-08,231477900694,Public,Kennebec,33 School Bus Drive,Oakland
RSU 18,1457,Messalonskee Middle School,813,2023-2024,06-08,231477900694,Public,Kennebec,33 School Bus Drive,Oakland
RSU 18,1457,Messalonskee Middle School,813,2022-2023,06-08,231477900694,Public,Kennebec,33 School Bus Drive,Oakland
RSU 18,1457,Messalonskee Middle School,813,2021-2022,06-08,231477900694,Public,Kennebec,33 School Bus Drive,Oakland
RSU 18,1457,Messalonskee Middle School,813,2020-2021,06-08,231477900694,Public,Kennebec,33 School Bus Drive,Oakland
RSU 18,1457,Messalonskee Middle School,813,2019-2020,06-08,231477900694,Public,Kennebec,33 School Bus Drive,Oakland
RSU 18,1457,Messalonskee Middle School,813,2018-2019,06-08,231477900694,Public,Kennebec,33 School Bus Drive,Oakland
RSU 18,1457,Messalonskee Middle School,813,2017-2018,06-08,231477900694,Public,Kennebec,33 School Bus Drive,Oakland
RSU 18,1457,Ralph M Atwood Primary School,808,2024-2025,PK-02,231477901023,Public,Kennebec,19 Heath Street,Oakland
RSU 18,1457,Ralph M Atwood Primary School,808,2023-2024,PK-02,231477901023,Public,Kennebec,19 Heath Street,Oakland
RSU 18,1457,Ralph M Atwood Primary School,808,2022-2023,PK-02,231477901023,Public,Kennebec,19 Heath Street,Oakland
RSU 18,1457,Ralph M Atwood Primary School,808,2021-2022,PK-02,231477901023,Public,Kennebec,19 Heath Street,Oakland
RSU 18,1457,Ralph M Atwood Primary School,808,2020-2021,PK-02,231477901023,Public,Kennebec,19 Heath Street,Oakland
RSU 18,1457,Ralph M Atwood Primary School,808,2019-2020,PK-02,231477901023,Public,Kennebec,19 Heath Street,Oakland
RSU 18,1457,Ralph M Atwood Primary School,808,2018-2019,PR-02,231477901023,Public,Kennebec,19 Heath Street,Oakland
RSU 18,1457,Ralph M Atwood Primary School,808,2017-2018,PR-02,231477901023,Public,Kennebec,19 Heath Street,Oakland
RSU 18,1457,Williams Elementary School,810,2024-2025,03-05,231477900704,Public,Kennebec,55 Pleasant Street,Oakland
RSU 18,1457,Williams Elementary School,810,2023-2024,03-05,231477900704,Public,Kennebec,55 Pleasant Street,Oakland
RSU 18,1457,Williams Elementary School,810,2022-2023,03-05,231477900704,Public,Kennebec,55 Pleasant Street,Oakland
RSU 18,1457,Williams Elementary School,810,2021-2022,03-05,231477900704,Public,Kennebec,55 Pleasant Street,Oakland
RSU 18,1457,Williams Elementary School,810,2020-2021,03-05,231477900704,Public,Kennebec,55 Pleasant Street,Oakland
RSU 18,1457,Williams Elementary School,810,2019-2020,03-05,231477900704,Public,Kennebec,55 Pleasant Street,Oakland
RSU 18,1457,Williams Elementary School,810,2018-2019,03-05,231477900704,Public,Kennebec,55 Pleasant Street,Oakland
RSU 18,1457,Williams Elementary School,810,2017-2018,03-05,231477900704,Public,Kennebec,55 Pleasant Street,Oakland
RSU 19,1458,Corinna Elementary School,815,2018-2019,PR-04,231478500724,Public,Penobscot,42 Stetson Rd,Corinna
RSU 19,1458,Corinna Elementary School,815,2017-2018,PR-04,231478500724,Public,Penobscot,42 Stetson Rd,Corinna
RSU 19,1458,Etna-Dixmont School,761,2018-2019,PR-08,231478500467,Public,Penobscot,2100 Dixmont Road,Etna
RSU 19,1458,Etna-Dixmont School,761,2017-2018,PR-08,231478500467,Public,Penobscot,2100 Dixmont Road,Etna
RSU 19,1458,Etna-Dixmont School,2044,2024-2025,PK-04,231478523182,Public,Penobscot,2100 Dixmont Road,Etna
RSU 19,1458,Etna-Dixmont School,2044,2023-2024,PK-04,231478523182,Public,Penobscot,2100 Dixmont Road,Etna
RSU 19,1458,Etna-Dixmont School,2044,2022-2023,PK-04,231478523182,Public,Penobscot,2100 Dixmont Road,Etna
RSU 19,1458,Etna-Dixmont School,2044,2021-2022,PK-04,231478523182,Public,Penobscot,2100 Dixmont Road,Etna
RSU 19,1458,Etna-Dixmont School,2044,2020-2021,PK-04,231478523182,Public,Penobscot,2100 Dixmont Road,Etna
RSU 19,1458,Etna-Dixmont School,2044,2019-2020,PK-04,231478523182,Public,Penobscot,2100 Dixmont Road,Etna
RSU 19,1458,Newport Elementary School,820,2018-2019,PR-04,231478500727,Public,Penobscot,142 Elm Street,Newport
RSU 19,1458,Newport Elementary School,820,2017-2018,PR-04,231478500727,Public,Penobscot,142 Elm Street,Newport
RSU 19,1458,Nokomis Regional High School,822,2024-2025,09-12,231478500729,Public,Penobscot,291 Williams Road,Newport
RSU 19,1458,Nokomis Regional High School,822,2023-2024,09-12,231478500729,Public,Penobscot,"291 Williams Road, Suite 2",Newport
RSU 19,1458,Nokomis Regional High School,822,2022-2023,09-12,231478500729,Public,Penobscot,"291 Williams Road, Suite 2",Newport
RSU 19,1458,Nokomis Regional High School,822,2021-2022,09-12,231478500729,Public,Penobscot,"291 Williams Road, Suite 2",Newport
RSU 19,1458,Nokomis Regional High School,822,2020-2021,09-12,231478500729,Public,Penobscot,"291 Williams Road, Suite 2",Newport
