district,district_id,school_name,school_id,year,number
Hancock Public Schools,1664,Hancock Grammar School,215,2021-2022,0
Hancock Public Schools,1664,Hancock Grammar School,215,2020-2021,0
Hancock Public Schools,1664,Hancock Grammar School,215,2018-2019,0
Hancock Public Schools,1664,Hancock Grammar School,215,2017-2018,0
Harmony Public Schools,217,All Schools,  ,2023-2024,0
Harmony Public Schools,217,All Schools,  ,2022-2023,0
Harmony Public Schools,217,All Schools,  ,2021-2022,0
Harmony Public Schools,217,All Schools,  ,2020-2021,0
Harmony Public Schools,217,All Schools,  ,2018-2019,0
Harmony Public Schools,217,All Schools,  ,2017-2018,0
Harmony Public Schools,217,Harmony Elementary,218,2023-2024,0
Harmony Public Schools,217,Harmony Elementary,218,2022-2023,0
Harmony Public Schools,217,Harmony Elementary,218,2021-2022,0
Harmony Public Schools,217,Harmony Elementary,218,2020-2021,0
Harmony Public Schools,217,Harmony Elementary,218,2018-2019,0
Harmony Public Schools,217,Harmony Elementary,218,2017-2018,0
Harpswell Coastal Academy,1632,All Schools,  ,2022-2023,0
Harpswell Coastal Academy,1632,All Schools,  ,2021-2022,0
Harpswell Coastal Academy,1632,All Schools,  ,2020-2021,0
Harpswell Coastal Academy,1632,All Schools,  ,2018-2019,0
Harpswell Coastal Academy,1632,All Schools,  ,2017-2018,0
Harpswell Coastal Academy,1632,Harpswell Coastal Academy Division 1,1650,2022-2023,0
Harpswell Coastal Academy,1632,Harpswell Coastal Academy Division 1,1650,2021-2022,0
Harpswell Coastal Academy,1632,Harpswell Coastal Academy Division 1,1650,2020-2021,0
Harpswell Coastal Academy,1632,Harpswell Coastal Academy Division 1,1650,2018-2019,0
Harpswell Coastal Academy,1632,Harpswell Coastal Academy Division 1,1650,2017-2018,0
Harpswell Coastal Academy,1632,Harpswell Coastal Academy Divisions 2 and 3,2028,2022-2023,0
Harpswell Coastal Academy,1632,Harpswell Coastal Academy Divisions 2 and 3,2028,2021-2022,0
Harpswell Coastal Academy,1632,Harpswell Coastal Academy Divisions 2 and 3,2028,2020-2021,0
Harpswell Coastal Academy,1632,Harpswell Coastal Academy Divisions 2 and 3,2028,2018-2019,0
Hermon Public Schools,219,All Schools,  ,2023-2024,0
Hermon Public Schools,219,All Schools,  ,2022-2023,3
Hermon Public Schools,219,All Schools,  ,2021-2022,0
Hermon Public Schools,219,All Schools,  ,2020-2021,0
Hermon Public Schools,219,All Schools,  ,2018-2019,1
Hermon Public Schools,219,All Schools,  ,2017-2018,0
Hermon Public Schools,219,Hermon High School,222,2023-2024,0
Hermon Public Schools,219,Hermon High School,222,2022-2023,1
Hermon Public Schools,219,Hermon High School,222,2021-2022,0
Hermon Public Schools,219,Hermon High School,222,2020-2021,0
Hermon Public Schools,219,Hermon High School,222,2018-2019,0
Hermon Public Schools,219,Hermon High School,222,2017-2018,0
Hermon Public Schools,219,Hermon Middle School,221,2023-2024,0
Hermon Public Schools,219,Hermon Middle School,221,2022-2023,2
Hermon Public Schools,219,Hermon Middle School,221,2021-2022,0
Hermon Public Schools,219,Hermon Middle School,221,2020-2021,0
Hermon Public Schools,219,Hermon Middle School,221,2018-2019,1
Hermon Public Schools,219,Hermon Middle School,221,2017-2018,0
Hermon Public Schools,219,Patricia A Duran School,220,2023-2024,0
Hermon Public Schools,219,Patricia A Duran School,220,2022-2023,0
Hermon Public Schools,219,Patricia A Duran School,220,2021-2022,0
Hermon Public Schools,219,Patricia A Duran School,220,2020-2021,0
Hermon Public Schools,219,Patricia A Duran School,220,2018-2019,0
Hermon Public Schools,219,Patricia A Duran School,220,2017-2018,0
Highland Plt Public Schools,224,All Schools,  ,2023-2024,0
Highland Plt Public Schools,224,All Schools,  ,2022-2023,0
Highland Plt Public Schools,224,All Schools,  ,2021-2022,0
Highland Plt Public Schools,224,All Schools,  ,2020-2021,0
Highland Plt Public Schools,224,All Schools,  ,2019-2020,0
Highland Plt Public Schools,224,All Schools,  ,2018-2019,0
Highland Plt Public Schools,224,All Schools,  ,2017-2018,0
Hope Public Schools,225,All Schools,  ,2023-2024,0
Hope Public Schools,225,All Schools,  ,2022-2023,0
Hope Public Schools,225,All Schools,  ,2021-2022,0
Hope Public Schools,225,All Schools,  ,2020-2021,0
Hope Public Schools,225,All Schools,  ,2018-2019,0
Hope Public Schools,225,All Schools,  ,2017-2018,0
Hope Public Schools,225,Hope Elementary School,226,2023-2024,0
Hope Public Schools,225,Hope Elementary School,226,2022-2023,0
Hope Public Schools,225,Hope Elementary School,226,2021-2022,0
Hope Public Schools,225,Hope Elementary School,226,2020-2021,0
Hope Public Schools,225,Hope Elementary School,226,2018-2019,0
Hope Public Schools,225,Hope Elementary School,226,2017-2018,0
Indian Island,1009,All Schools,  ,2023-2024,0
Indian Island,1009,All Schools,  ,2022-2023,0
Indian Island,1009,Indian Island School,1010,2023-2024,0
Indian Island,1009,Indian Island School,1010,2022-2023,0
Indian Township,1011,All Schools,  ,2023-2024,0
Indian Township,1011,All Schools,  ,2022-2023,0
Indian Township,1011,Indian Township School,1012,2023-2024,0
Indian Township,1011,Indian Township School,1012,2022-2023,0
Isle Au Haut Public Schools,227,All Schools,  ,2023-2024,0
Isle Au Haut Public Schools,227,All Schools,  ,2022-2023,0
Isle Au Haut Public Schools,227,All Schools,  ,2021-2022,0
Isle Au Haut Public Schools,227,All Schools,  ,2020-2021,0
Isle Au Haut Public Schools,227,All Schools,  ,2018-2019,0
Isle Au Haut Public Schools,227,All Schools,  ,2017-2018,0
Isle Au Haut Public Schools,227,Isle au Haut Rural School,228,2023-2024,0
Isle Au Haut Public Schools,227,Isle au Haut Rural School,228,2022-2023,0
Isle Au Haut Public Schools,227,Isle au Haut Rural School,228,2021-2022,0
Isle Au Haut Public Schools,227,Isle au Haut Rural School,228,2020-2021,0
Isle Au Haut Public Schools,227,Isle au Haut Rural School,228,2018-2019,0
Isle Au Haut Public Schools,227,Isle au Haut Rural School,228,2017-2018,0
Islesboro Public Schools,229,All Schools,  ,2023-2024,0
Islesboro Public Schools,229,All Schools,  ,2022-2023,0
Islesboro Public Schools,229,All Schools,  ,2021-2022,0
Islesboro Public Schools,229,All Schools,  ,2020-2021,0
Islesboro Public Schools,229,All Schools,  ,2018-2019,0
Islesboro Public Schools,229,All Schools,  ,2017-2018,0
Islesboro Public Schools,229,Islesboro Central School,230,2023-2024,0
Islesboro Public Schools,229,Islesboro Central School,230,2022-2023,0
Islesboro Public Schools,229,Islesboro Central School,230,2021-2022,0
Islesboro Public Schools,229,Islesboro Central School,230,2020-2021,0
Islesboro Public Schools,229,Islesboro Central School,230,2018-2019,0
Islesboro Public Schools,229,Islesboro Central School,230,2017-2018,0
Jefferson Public Schools,235,All Schools,  ,2023-2024,0
Jefferson Public Schools,235,All Schools,  ,2022-2023,0
Jefferson Public Schools,235,All Schools,  ,2021-2022,0
Jefferson Public Schools,235,All Schools,  ,2020-2021,0
Jefferson Public Schools,235,All Schools,  ,2019-2020,0
Jefferson Public Schools,235,All Schools,  ,2018-2019,0
Jefferson Public Schools,235,All Schools,  ,2017-2018,0
Jefferson Public Schools,235,Jefferson Village School,236,2023-2024,0
Jefferson Public Schools,235,Jefferson Village School,236,2022-2023,0
Jefferson Public Schools,235,Jefferson Village School,236,2021-2022,0
Jefferson Public Schools,235,Jefferson Village School,236,2020-2021,0
Jefferson Public Schools,235,Jefferson Village School,236,2018-2019,0
Jefferson Public Schools,235,Jefferson Village School,236,2017-2018,0
John Bapst Memorial High School,1095,All Schools,  ,2018-2019,0
John Bapst Memorial High School,1095,John Bapst Memorial High School,1096,2023-2024,0
John Bapst Memorial High School,1095,John Bapst Memorial High School,1096,2022-2023,0
John Bapst Memorial High School,1095,John Bapst Memorial High School,1096,2021-2022,0
John Bapst Memorial High School,1095,John Bapst Memorial High School,1096,2020-2021,0
John Bapst Memorial High School,1095,John Bapst Memorial High School,1096,2019-2020,0
John Bapst Memorial High School,1095,John Bapst Memorial High School,1096,2018-2019,0
John Bapst Memorial High School,1095,John Bapst Memorial High School,1096,2017-2018,0
Jonesboro Public Schools,237,All Schools,  ,2023-2024,0
Jonesboro Public Schools,237,All Schools,  ,2022-2023,0
Jonesboro Public Schools,237,All Schools,  ,2021-2022,0
Jonesboro Public Schools,237,All Schools,  ,2020-2021,0
Jonesboro Public Schools,237,All Schools,  ,2018-2019,0
Jonesboro Public Schools,237,All Schools,  ,2017-2018,0
Jonesboro Public Schools,237,Jonesboro Elementary School,238,2023-2024,0
Jonesboro Public Schools,237,Jonesboro Elementary School,238,2022-2023,0
Jonesboro Public Schools,237,Jonesboro Elementary School,238,2021-2022,0
Jonesboro Public Schools,237,Jonesboro Elementary School,238,2020-2021,0
Jonesboro Public Schools,237,Jonesboro Elementary School,238,2018-2019,0
Jonesboro Public Schools,237,Jonesboro Elementary School,238,2017-2018,0
Jonesport Public Schools,239,All Schools,  ,2023-2024,0
Jonesport Public Schools,239,All Schools,  ,2022-2023,0
Jonesport Public Schools,239,All Schools,  ,2021-2022,0
Jonesport Public Schools,239,All Schools,  ,2020-2021,0
Jonesport Public Schools,239,All Schools,  ,2018-2019,0
Jonesport Public Schools,239,All Schools,  ,2017-2018,0
Jonesport Public Schools,239,Jonesport Elementary School,240,2023-2024,0
Jonesport Public Schools,239,Jonesport Elementary School,240,2022-2023,0
Jonesport Public Schools,239,Jonesport Elementary School,240,2021-2022,0
Jonesport Public Schools,239,Jonesport Elementary School,240,2020-2021,0
Jonesport Public Schools,239,Jonesport Elementary School,240,2018-2019,0
Jonesport Public Schools,239,Jonesport Elementary School,240,2017-2018,0
Kittery Public Schools,242,All Schools,  ,2023-2024,0
Kittery Public Schools,242,All Schools,  ,2022-2023,1
Kittery Public Schools,242,All Schools,  ,2021-2022,2
Kittery Public Schools,242,All Schools,  ,2020-2021,0
Kittery Public Schools,242,All Schools,  ,2018-2019,0
Kittery Public Schools,242,All Schools,  ,2017-2018,0
Kittery Public Schools,242,Horace Mitchell Primary School,243,2023-2024,0
Kittery Public Schools,242,Horace Mitchell Primary School,243,2022-2023,0
Kittery Public Schools,242,Horace Mitchell Primary School,243,2021-2022,2
Kittery Public Schools,242,Horace Mitchell Primary School,243,2020-2021,0
Kittery Public Schools,242,Horace Mitchell Primary School,243,2018-2019,0
Kittery Public Schools,242,Horace Mitchell Primary School,243,2017-2018,0
Kittery Public Schools,242,Robert W Traip Academy,246,2023-2024,0
Kittery Public Schools,242,Robert W Traip Academy,246,2022-2023,1
Kittery Public Schools,242,Robert W Traip Academy,246,2021-2022,0
Kittery Public Schools,242,Robert W Traip Academy,246,2020-2021,0
Kittery Public Schools,242,Robert W Traip Academy,246,2018-2019,0
Kittery Public Schools,242,Robert W Traip Academy,246,2017-2018,0
Kittery Public Schools,242,Shapleigh School,244,2023-2024,0
Kittery Public Schools,242,Shapleigh School,244,2022-2023,0
Kittery Public Schools,242,Shapleigh School,244,2021-2022,0
Kittery Public Schools,242,Shapleigh School,244,2020-2021,0
Kittery Public Schools,242,Shapleigh School,244,2018-2019,0
Kittery Public Schools,242,Shapleigh School,244,2017-2018,0
Lake View Plt. Public Schools,1351,All Schools,  ,2023-2024,0
Lake View Plt. Public Schools,1351,All Schools,  ,2022-2023,0
Lake View Plt. Public Schools,1351,All Schools,  ,2021-2022,0
Lake View Plt. Public Schools,1351,All Schools,  ,2020-2021,0
Lake View Plt. Public Schools,1351,All Schools,  ,2018-2019,0
Lake View Plt. Public Schools,1351,All Schools,  ,2017-2018,0
Lakeville Public Schools,247,All Schools,  ,2023-2024,0
Lakeville Public Schools,247,All Schools,  ,2022-2023,0
Lakeville Public Schools,247,All Schools,  ,2021-2022,0
Lakeville Public Schools,247,All Schools,  ,2020-2021,0
Lakeville Public Schools,247,All Schools,  ,2018-2019,0
Lakeville Public Schools,247,All Schools,  ,2017-2018,0
Lamoine Public Schools,1665,All Schools,  ,2023-2024,0
Lamoine Public Schools,1665,All Schools,  ,2022-2023,0
Lamoine Public Schools,1665,All Schools,  ,2021-2022,0
Lamoine Public Schools,1665,All Schools,  ,2020-2021,0
Lamoine Public Schools,1665,All Schools,  ,2018-2019,0
Lamoine Public Schools,1665,All Schools,  ,2017-2018,0
Lamoine Public Schools,1665,Lamoine Consolidated School,249,2023-2024,0
Lamoine Public Schools,1665,Lamoine Consolidated School,249,2022-2023,0
Lamoine Public Schools,1665,Lamoine Consolidated School,249,2021-2022,0
Lamoine Public Schools,1665,Lamoine Consolidated School,249,2020-2021,0
Lamoine Public Schools,1665,Lamoine Consolidated School,249,2018-2019,0
Lamoine Public Schools,1665,Lamoine Consolidated School,249,2017-2018,0
Lee Academy,1197,All Schools,  ,2018-2019,0
Lee Academy,1197,Lee Academy,1198,2023-2024,0
Lee Academy,1197,Lee Academy,1198,2022-2023,0
Lee Academy,1197,Lee Academy,1198,2021-2022,0
Lee Academy,1197,Lee Academy,1198,2020-2021,0
Lee Academy,1197,Lee Academy,1198,2018-2019,0
Lee Academy,1197,Lee Academy,1198,2017-2018,0
Lewiston Public Schools,250,All Schools,  ,2023-2024,66
Lewiston Public Schools,250,All Schools,  ,2022-2023,53
Lewiston Public Schools,250,All Schools,  ,2021-2022,20
Lewiston Public Schools,250,All Schools,  ,2020-2021,0
Lewiston Public Schools,250,All Schools,  ,2018-2019,16
Lewiston Public Schools,250,All Schools,  ,2017-2018,22
Lewiston Public Schools,250,Farwell Elementary School,251,2023-2024,3
Lewiston Public Schools,250,Farwell Elementary School,251,2022-2023,3
Lewiston Public Schools,250,Farwell Elementary School,251,2021-2022,0
Lewiston Public Schools,250,Farwell Elementary School,251,2020-2021,0
Lewiston Public Schools,250,Farwell Elementary School,251,2018-2019,1
Lewiston Public Schools,250,Farwell Elementary School,251,2017-2018,0
Lewiston Public Schools,250,Governor James B Longley Elem Sch,258,2018-2019,5
Lewiston Public Schools,250,Governor James B Longley Elem Sch,258,2017-2018,4
Lewiston Public Schools,250,Lewiston High School,255,2023-2024,6
Lewiston Public Schools,250,Lewiston High School,255,2022-2023,8
Lewiston Public Schools,250,Lewiston High School,255,2021-2022,2
Lewiston Public Schools,250,Lewiston High School,255,2020-2021,0
Lewiston Public Schools,250,Lewiston High School,255,2018-2019,1
Lewiston Public Schools,250,Lewiston High School,255,2017-2018,1
Lewiston Public Schools,250,Lewiston Middle School,257,2023-2024,17
Lewiston Public Schools,250,Lewiston Middle School,257,2022-2023,14
Lewiston Public Schools,250,Lewiston Middle School,257,2021-2022,7
Lewiston Public Schools,250,Lewiston Middle School,257,2020-2021,0
Lewiston Public Schools,250,Lewiston Middle School,257,2018-2019,6
Lewiston Public Schools,250,Lewiston Middle School,257,2017-2018,8
Lewiston Public Schools,250,Martel School,252,2018-2019,0
Lewiston Public Schools,250,Martel School,252,2017-2018,2
Lewiston Public Schools,250,Montello School,254,2023-2024,15
Lewiston Public Schools,250,Montello School,254,2022-2023,15
Lewiston Public Schools,250,Montello School,254,2021-2022,4
Lewiston Public Schools,250,Montello School,254,2020-2021,0
Lewiston Public Schools,250,Montello School,254,2018-2019,1
Lewiston Public Schools,250,Montello School,254,2017-2018,3
Lewiston Public Schools,250,Raymond A. Geiger Elementary School,260,2023-2024,3
Lewiston Public Schools,250,Raymond A. Geiger Elementary School,260,2022-2023,4
Lewiston Public Schools,250,Raymond A. Geiger Elementary School,260,2021-2022,2
Lewiston Public Schools,250,Raymond A. Geiger Elementary School,260,2020-2021,0
Lewiston Public Schools,250,Raymond A. Geiger Elementary School,260,2018-2019,1
Lewiston Public Schools,250,Raymond A. Geiger Elementary School,260,2017-2018,1
Lewiston Public Schools,250,Robert V. Connors Elementary School,2048,2023-2024,22
Lewiston Public Schools,250,Robert V. Connors Elementary School,2048,2022-2023,8
Lewiston Public Schools,250,Robert V. Connors Elementary School,2048,2021-2022,4
Lewiston Public Schools,250,Robert V. Connors Elementary School,2048,2020-2021,0
Lewiston Public Schools,250,Thomas J McMahon Elementary Sch,256,2023-2024,0
Lewiston Public Schools,250,Thomas J McMahon Elementary Sch,256,2022-2023,1
Lewiston Public Schools,250,Thomas J McMahon Elementary Sch,256,2021-2022,1
Lewiston Public Schools,250,Thomas J McMahon Elementary Sch,256,2020-2021,0
Lewiston Public Schools,250,Thomas J McMahon Elementary Sch,256,2019-2020,0
Lewiston Public Schools,250,Thomas J McMahon Elementary Sch,256,2018-2019,1
Lewiston Public Schools,250,Thomas J McMahon Elementary Sch,256,2017-2018,3
Limestone Public Schools,2040,All Schools,  ,2023-2024,0
Limestone Public Schools,2040,All Schools,  ,2022-2023,0
Limestone Public Schools,2040,All Schools,  ,2021-2022,0
